STOPS_NO,STOPS_NM,XCRD,YCRD,NODE_ID,STOPS_TYPE
15112,영도중.강서고입구.기아양서대리점,126.8636220426,37.5361735073,114000012,가로변시간
15113,목동시장.대일고교.배광교회,126.863840943,37.5390050043,114000013,가로변시간
15114,신목중학교,126.8718965121,37.5371228212,114000014,일반차로
15115,목동스카이아파트.목동3단지,126.86961025,37.534287789,114000015,일반차로
15116,금호어울림.대원칸타빌아파트,126.8668605943,37.5328780454,114000016,일반차로
15117,신목동역2번출구,126.8823418211,37.5438547597,114000017,일반차로
15118,신목동역1번출구,126.882068981,37.5439220697,114000018,일반차로
15119,경서농협,126.856298,37.521363,114000396,일반차로
15126,목동2차성원아파트,126.8631752063,37.5422950368,114000026,가로변전일
15127,목3동주민센터.현대아이파크.실로암안과,126.8624010187,37.5448325228,114000027,가로변시간
15128,등촌역6번출구.목동깨비시장,126.8639369391,37.5496948079,114000028,가로변시간
15140,월촌초등학교,126.8770703252,37.5411875533,114000038,일반차로
15141,월촌초등학교.우성아파트,126.8753672844,37.5405030314,114000039,일반차로
15142,목원초등학교.서울지방식품의약품안전청,126.8811364216,37.5425325465,114000040,일반차로
15143,용왕산,126.874232426,37.5391300565,114000434,일반차로
15144,한국전파진흥협회,126.881497679,37.5459435557,114000042,일반차로
15145,목동한신청구아파트,126.8801650973,37.5406383625,114000043,일반차로
15146,목동한신청구아파트,126.8803505399,37.5407286601,114000044,일반차로
15147,목동1.2단지사잇길,126.8784758339,37.5383884014,114000045,일반차로
15148,월촌중학교.목동1단지,126.8816710436,37.5379123848,114000046,일반차로
15149,양천YMCA.서울에너지공사,126.8826597565,37.5388422797,114000047,일반차로
15150,양천YMCA.서울에너지공사,126.8828573282,37.5390353122,114000048,일반차로
15151,목동5단지C상가.목동운동장북문,126.8774929435,37.5328197258,114000049,일반차로
15152,파리공원,126.8783257944,37.5346216632,114000050,일반차로
15153,목동5단지B상가.목5동주민센터,126.8813067124,37.5357698917,114000051,일반차로
15154,이대목동병원.목동6단지앞,126.8844278116,37.53684743,114000052,일반차로
15155,목동아파트601동앞.이대병원,126.8832527876,37.5358926776,114000053,일반차로
15156,목동아파트5.6단지사잇길.경인초교,126.883850411,37.5328700866,114000054,일반차로
15157,오목교역3번출구,126.8763828695,37.5250698135,114000428,일반차로
15158,양정고등학교,126.8879022224,37.5352231619,114000055,일반차로
15159,목1동주민센터.양천소방서,126.87358,37.529802,114000056,일반차로
15160,목동역3번출구.홍익병원,126.8644323939,37.5273814301,114000057,일반차로
15161,CBS방송국,126.8741491329,37.5280972176,114000058,일반차로
15162,목운초등학교.목운중학교,126.873770474,37.5264186976,114000059,일반차로
15163,목동7단지동문,126.8702312245,37.5285096907,114000060,일반차로
15164,목운초등학교.목운중학교,126.8733948469,37.5261261893,114000061,일반차로
15165,목동운동장남문.아이스링크,126.8765922255,37.5284743808,114000062,일반차로
15166,목동7단지.종로학원,126.8687626438,37.5256721661,114000063,일반차로
15167,오목교역1번출구.대학빌딩,126.873313,37.524957,114000064,일반차로
15168,오목교역.동신한방병원,126.8768222179,37.524448727,114000065,일반차로
15169,갈산초등학교정문,126.8704857561,37.5128049409,114000066,일반차로
15170,오목교역6번출구.청학빌딩,126.8754466022,37.5234268996,114000067,일반차로
15171,신목동새마을금고,126.8736392011,37.5210696367,114000068,일반차로
15172,서울출입국외국인청사거리,126.8714242396,37.5189830043,114000069,일반차로
15173,오목교역.동신한방병원,126.8769218981,37.5240854759,114000070,일반차로
15174,신목초등학교입구,126.870927,37.517471,114000071,일반차로
15175,목동14단지상가,126.8718895902,37.514708147,114000072,일반차로
15176,현대아파트정문,126.8774210833,37.5197850505,114000073,일반차로
15177,현대아파트정문,126.8782362614,37.5207879158,114000074,일반차로
15178,삼성아파트정문,126.8769040606,37.516349522,114000075,일반차로
15179,현대아파트109동앞,126.8771500437,37.518115032,114000076,일반차로
15180,현대아파트후문,126.8781721806,37.5219304431,114000077,일반차로
15181,목동14단지C상가앞,126.8741755588,37.5140461143,114000078,일반차로
15182,목일중학교,126.8739267611,37.5140188189,114000079,일반차로
15183,목동13단지,126.8693990705,37.5142684329,114000080,일반차로
15184,목동14단지,126.8695819439,37.5147422125,114000081,일반차로
15185,신트리공원,126.8579171135,37.5144890648,114000082,일반차로
15186,목동12.13단지사잇길,126.8635453462,37.5130539408,114000083,일반차로
15187,목동12.13단지사잇길,126.8632703412,37.5132321011,114000084,일반차로
15188,신목초등학교입구,126.8707856913,37.5173017573,114000085,일반차로
15189,목동14단지관리사무소앞,126.8722112168,37.5151432295,114000086,일반차로
15190,목동11단지,126.858308657,37.5132198855,114000087,일반차로
15191,목동14단지관리사무소앞,126.8716908326,37.5147961876,114000088,일반차로
15192,양천구청역,126.865327879,37.5125666892,114000089,일반차로
15193,양천공원,126.869642,37.517872,114000090,일반차로
15194,양천구청,126.86703,37.516543,114000091,일반차로
15195,양천구민체육센터.양천일자리센터,126.8642387934,37.5155435776,114000092,일반차로
15196,목동12단지,126.8603283424,37.5141819623,114000093,일반차로
15197,갈산초등학교정문,126.8701085117,37.5128276097,114000094,일반차로
15198,갈산초등학교후문,126.8687090062,37.5110893778,114000095,일반차로
15199,갈산초등학교후문,126.8692119822,37.5112881566,114000096,일반차로
15200,은정초등학교,126.8667027318,37.51032353,114000097,일반차로
15201,은정초등학교,126.8671059902,37.5100942816,114000098,일반차로
15202,목동우성아파트,126.8657101781,37.5071981739,114000099,일반차로
15203,목동우성아파트입구,126.8642093283,37.5084511066,114000100,일반차로
15204,양천아파트,126.8633494936,37.5081742559,114000101,일반차로
15205,봉영여중.목동고,126.861841071,37.5072813126,114000102,일반차로
15206,봉영여중.목동고,126.8614268774,37.5073907618,114000103,일반차로
15207,봉영여중.목동고,126.8618162875,37.5086342212,114000104,일반차로
15208,양천노인종합복지관,126.8591784815,37.5102877693,114000105,일반차로
15209,양천구청역,126.8666090852,37.5128696347,114000106,일반차로
15210,양천아파트,126.862762,37.510264,114000107,일반차로
15211,신정네거리해누리분수광장,126.8515143857,37.5218864223,114000108,일반차로
15212,신정네거리.신정119안전센터,126.8507300915,37.5220233018,114000109,일반차로
15213,동방아파트,126.8463249183,37.5218824877,114000110,일반차로
15214,동방아파트.신월종합사회복지관,126.8462896508,37.5214264859,114000111,일반차로
15215,신곡시장.금빛새마을금고,126.8437433353,37.5196434749,114000112,일반차로
15216,신곡시장.금빛새마을금고,126.8438198804,37.5192849388,114000113,일반차로
15217,신한은행신월동지점,126.8416025861,37.5180186395,114000114,일반차로
15218,신한은행신월동지점,126.8418635354,37.5178279621,114000115,일반차로
15219,양강중학교,126.8499936,37.5237110271,114000116,일반차로
15220,신월2동주민센터입구,126.845690477,37.5227588172,114000117,일반차로
15221,강서초등학교.신월4동주민센터,126.8419309679,37.5218776213,114000118,일반차로
15222,한빛종합사회복지관,126.8392498206,37.5212558706,114000119,일반차로
15223,신월동남부주유소,126.8385850656,37.5193930878,114000120,일반차로
15224,신월2동우체국,126.851248,37.523082,114000121,일반차로
15225,신트리공원앞교차로,126.855949147,37.5131152074,114000122,일반차로
15226,신트리아파트,126.854140221,37.5129013233,114000123,일반차로
15227,정랑고개.양천벤처타운,126.8503821304,37.5115773183,114000124,일반차로
15228,신정학마을아파트,126.8439634217,37.5074208503,114000125,일반차로
15229,양천고등학교,126.8456571614,37.5099267313,114000126,일반차로
15230,계남초등학교,126.8584301705,37.50975303,114000127,일반차로
15231,목동아파트11단지(1117동),126.8599070047,37.5073061738,114000128,일반차로
15232,신정1동주민센터.신오새마을금고,126.8543710811,37.5172033635,114000426,일반차로
15233,양명초교.신서중,126.855702514,37.5143052592,114000130,일반차로
15234,신트리공원.목동아파트11단지,126.8571828958,37.5139204866,114000131,일반차로
15235,목동10단지상가,126.8596768178,37.5159691889,114000132,일반차로
15236,양천문화회관.양천일자리센터,126.8623809974,37.5169332443,114000133,일반차로
15237,목동10단지농협,126.8563817008,37.5178010215,114000134,일반차로
15238,목동13단지,126.8692996703,37.5145138464,114000427,일반차로
15239,목동13단지,126.8680275029,37.5135267044,114000429,일반차로
15241,신서초등학교,126.8618413297,37.5206410194,114000138,일반차로
15242,신정1동우체국,126.861673,37.521953,114000139,일반차로
15247,우리은행신정동지점,126.859385,37.521705,114000144,일반차로
15248,목동프라자,126.8602781332,37.5198759498,114000145,일반차로
15249,목동10단지,126.8566524982,37.5190869699,114000146,일반차로
15250,신정네거리역,126.8534032338,37.5210387184,114000147,일반차로
15251,신정네거리역4번출구,126.8533978302,37.5194642102,114000148,일반차로
15252,길훈로즈빌아파트,126.8711569767,37.5224330208,114000149,일반차로
15253,미래탐구초중학원.종로학원,126.8694004931,37.5248101641,114000150,일반차로
15254,목동역5번출구,126.8654053381,37.5257967805,114000151,일반차로
15255,목동8단지.등촌지하차도,126.8669116745,37.5200478423,114000152,일반차로
15256,양천구청.양천보건소,126.8661628949,37.5181625662,114000153,일반차로
15257,목동8단지.한전,126.8683291544,37.5201834629,114000154,일반차로
15258,진명여고,126.8651037893,37.5239401081,114000155,일반차로
15259,남부법원.검찰청교차로,126.865547,37.52179,114000156,일반차로
15260,남부법원.검찰청교차로,126.8659323028,37.5218496017,114000157,일반차로
15261,오목교역7번출구.청학빌딩,126.8753149721,37.5236278346,114000158,일반차로
15262,현대아이파크아파트,126.873256871,37.5210340842,114000159,일반차로
15263,목동중학교.서울출입국.외국인청,126.8708457351,37.5198771646,114000160,일반차로
15264,오목교역8번출구.대학빌딩,126.8728637695,37.524726482,114000161,일반차로
15265,목동7단지,126.867125263,37.5255869926,114000162,일반차로
15266,제일은행앞,126.8640996248,37.5193001008,114000163,일반차로
15268,서울남부지방법원.서울남부지방검찰청,126.8633685313,37.5221940523,114000165,일반차로
15269,목동중학교,126.8703493965,37.5190605632,114000166,일반차로
15270,목동역7번출구.진명여고,126.8645744119,37.5245071942,114000167,일반차로
15271,우리은행신정동지점,126.8587126514,37.5219011411,114000168,일반차로
15272,목동역8번출구.목동오거리,126.8631068968,37.5258057871,114000169,일반차로
15273,신서고등학교.영상고등학교입구,126.8599725442,37.5253957175,114000170,일반차로
15274,신정역(은행정).신정4동주민센터,126.8542989447,37.5246301301,114000171,일반차로
15277,신정1동우체국,126.8614154182,37.5221525641,114000174,일반차로
15279,서울남부지방법원.서울남부지방검찰청,126.8643534946,37.5225339507,114000176,일반차로
15280,신정네거리역,126.853432075,37.5212769715,114000177,일반차로
15281,신서고등학교.영상고등학교앞,126.8594494182,37.5226250743,114000178,일반차로
15282,목동제일여성병원,126.8518789155,37.5224739148,114000179,일반차로
15283,신정4동경서농협,126.8551726588,37.52151618,114000180,일반차로
15284,목동역.홍익병원,126.8639151684,37.5280495538,114000181,일반차로
15285,목동역.목동오거리,126.8627909553,37.5259586072,114000182,일반차로
15286,신서고교.영상고교입구,126.8603986015,37.5256530348,114000183,일반차로
15287,신정역(은행정).신정4동주민센터,126.8539719864,37.5248637099,114000184,일반차로
15288,양강중학교,126.8505530267,37.5250671294,114000185,일반차로
15292,신월문화체육센터,126.835249,37.519969,114000189,일반차로
15293,신월동우성상가,126.8338259542,37.5217809008,114000190,일반차로
15294,중부운수앞,126.8307797604,37.5241040725,114000191,일반차로
15295,신월문화체육센터,126.8362023324,37.5201173667,114000192,일반차로
15296,신월동우성상가,126.8339903939,37.5217175664,114000193,일반차로
15298,서울과학수사연구소입구,126.8370345521,37.5223552552,114000194,일반차로
15299,신안파크아파트후문,126.8288364619,37.5239255582,114000195,일반차로
15300,신안파크아파트후문,126.8289139798,37.5240984718,114000196,일반차로
15301,서울과학수사연구소.고강동종점,126.8257794501,37.5234552209,114000197,일반차로
15302,신정1동주민센터.신오새마을금고,126.8538761936,37.5176031829,114000198,일반차로
15303,신정네거리역,126.8528216878,37.5198533776,114000199,일반차로
15304,신트리아파트,126.8538683824,37.5130325951,114000200,일반차로
15305,정랑고개.양천벤처타운,126.8498548282,37.5116613527,114000201,일반차로
15306,서부트럭터미널.신정동일하이빌아파트,126.842363,37.510935,114000202,일반차로
15307,강신중학교,126.8403598507,37.5152713231,114000203,일반차로
15308,남명초교.신정3동주민센터,126.8549125537,37.515076534,114000204,일반차로
15309,금옥중.금옥여고.백암고등학교,126.8445827103,37.5098523335,114000205,일반차로
15310,양강중학교,126.85028,37.524862,114000206,일반차로
15311,양강중학교,126.8495049505,37.5238498474,114000207,일반차로
15312,신월2동주민센터입구.경창전통시장,126.8460404234,37.5231005832,114000208,일반차로
15313,강서초등학교.신월4동주민센터,126.8416789569,37.522025949,114000209,일반차로
15314,한빛종합사회복지관,126.8387477223,37.521341727,114000210,일반차로
15315,서울과학수사연구소입구,126.8369620025,37.5219046542,114000211,일반차로
15316,서부트럭터미널.신정동일하이빌아파트,126.8423997674,37.5100886262,114000212,일반차로
15317,신정현대아파트.서부트럭터미널,126.8429841108,37.5083597993,114000213,일반차로
15318,넓은들공원,126.8392002136,37.5107961068,114000214,일반차로
15319,넓은들공원,126.838645415,37.5110656513,114000215,일반차로
15320,신정현대아파트,126.842139551,37.5087818233,114000216,일반차로
15321,신정숲속마을아파트,126.8341353536,37.5064470434,114000217,일반차로
15322,신정숲속마을아파트.댓골마을입구,126.8356122927,37.506763681,114000218,일반차로
15323,양천중앙도서관.푸른마을2단지,126.8340906245,37.5141912766,114000219,일반차로
15324,양천중앙도서관.푸른마을2단지,126.833988,37.514032,114000220,일반차로
15325,신월시영아파트.강월초등학교,126.83553,37.515731,114000221,일반차로
15326,신월시영아파트.강월초등학교,126.835305,37.515937,114000222,일반차로
15327,강월초교입구사거리,126.8377839139,37.516359946,114000223,일반차로
15328,강월초교입구사거리,126.8378578575,37.5166925531,114000224,일반차로
15329,금실어린이공원,126.8377738585,37.5179542888,114000225,일반차로
15330,금실어린이공원,126.8378532017,37.5174285164,114000226,일반차로
15331,강신중학교,126.839808639,37.5158628238,114000227,일반차로
15332,양서중학교,126.8309503372,37.5315463481,114000228,일반차로
15333,신월1동주민센터.신월보건지소,126.8310479701,37.5321812684,114000229,일반차로
15334,신월3동주민센터.신월3동우체국,126.8288288926,37.5346648231,114000230,일반차로
15335,서부여성발전센터,126.8290121927,37.535164296,114000231,일반차로
15336,가로공원공영주차장.신영시장,126.8330270198,37.5363759851,114000232,일반차로
15337,신월사거리.국민은행신월동지점,126.8291078692,37.5358050015,114000233,일반차로
15338,서서울호수공원,126.8325721561,37.5290347298,114000234,일반차로
15339,서서울호수공원,126.8329212932,37.5292505864,114000235,일반차로
15340,하나은행신월동지점,126.8379926774,37.5304768462,114000236,일반차로
15341,가로공원공영주차장,126.8325796723,37.5366508061,114000237,일반차로
15342,양원초교.광영여고,126.8235071834,37.5390246021,114000238,일반차로
15343,국민은행신월동지점,126.8296038629,37.5362149282,114000239,일반차로
15344,메디힐병원.서울금융고등학교,126.8277768675,37.5369926272,114000240,일반차로
15345,신화중학교,126.8313535928,37.5396509921,114000241,가로변전일
15346,신월5동주민센터.신월중학교,126.8275323805,37.5394783937,114000242,가로변전일
15347,신월5동주민센터.신월중학교,126.8276175857,37.539249826,114000243,가로변전일
15348,신월중학교입구,126.8252825465,37.539901203,114000244,일반차로
15349,신월중학교입구,126.8256582331,37.540131513,114000245,일반차로
15350,광영고.신동아파밀리에아파트,126.8233615523,37.5393577897,114000246,일반차로
15351,서울금융고등학교,126.8270247465,37.537320428,114000247,일반차로
15352,신화중학교,126.8307630563,37.53935507,114000248,가로변시간
15353,경창빌딩,126.8385824561,37.5186593622,114000249,일반차로
15354,신월시영아파트중문,126.8367192546,37.519095445,114000250,일반차로
15355,신월시영아파트중문,126.8365807096,37.5190839909,114000251,일반차로
15356,목원초등학교.서울지방식품의약품안전청,126.8813545994,37.5430365015,114000252,일반차로
15357,양천노인종합복지관,126.8590792819,37.5104115391,114000253,일반차로
15358,양서중학교,126.8302430927,37.5327964612,114000432,일반차로
15359,양명초등학교,126.8572418295,37.5160834014,114000254,일반차로
15360,신목동역.서울지방식품의약품안전청,126.883182,37.543803,114000255,일반차로
15361,목동파라곤,126.8755214922,37.5300691011,114000256,일반차로
15362,신정현대아파트.서부트럭터미널,126.8420065648,37.5090108927,114000257,일반차로
15363,대일관광고.푸른마을3단지,126.836221887,37.5111781699,114000258,일반차로
15364,대일관광고.푸른마을3단지,126.835885,37.511319,114000259,일반차로
15366,신월문화체육센터,126.8368773634,37.5205124893,114000261,일반차로
15367,목동아파트1102동앞,126.8601148427,37.5115795698,114000262,일반차로
15369,목동아파트1434동앞,126.8719841075,37.5156610604,114000264,일반차로
15370,목동아파트1216동앞,126.8621876648,37.5115054211,114000438,일반차로
15371,신월동기점,126.8385294276,37.5294773535,114000265,일반차로
15372,목동아파트1218동앞,126.8636210262,37.5117167505,114000439,일반차로
15373,양천공영차고지,126.8372401516,37.5084237826,114000267,일반차로
15374,서울과학수사연구소.고강동종점,126.8259331584,37.5236309481,114000268,일반차로
15377,신월동기점,126.8386621156,37.529576762,114000270,일반차로
15378,양천공영차고지,126.8376467183,37.5087014007,114000271,일반차로
15380,신정이펜하우스3단지,126.8304154243,37.5141211783,114000404,일반차로
15399,푸른마을1단지아파트,126.8353881275,37.5126531126,114000283,일반차로
15401,신정교입구,126.8739017041,37.5186052595,118000605,일반차로
15402,중부운수앞,126.8307794978,37.5242203138,114000285,일반차로
15405,서남병원.이든채아파트,126.83488,37.512878,114000288,일반차로
15408,신정교입구,126.8736165136,37.5185708053,114000289,일반차로
15411,신월청소년문화센터,126.8264417895,37.5354516006,114000292,일반차로
15412,계남초등학교,126.8577593241,37.5101238882,114000293,일반차로
15413,신목동역.서울지방식품의약품안전청,126.883633,37.543627,114000294,일반차로
15414,신월6차보람아파트,126.8354825562,37.5297998782,114000402,일반차로
15415,신월6차보람아파트,126.8352416009,37.5299044382,114000403,일반차로
15416,신정이펜하우스2단지,126.8305420682,37.5145028936,114000405,일반차로
15418,신정이펜하우스1단지아파트,126.8280797488,37.5139871425,114000431,일반차로
15419,이펜하우스1단지.어르신요양센터,126.8288196516,37.5133944288,114000423,일반차로
15420,양천어르신요양센터,126.8284425852,37.5136182192,114000430,일반차로
15421,신정이펜하우스3.4단지,126.8304616781,37.5112884496,114000425,일반차로
15423,신정이펜하우스5단지.서남병원,126.8334705173,37.511195872,114000424,일반차로
15500,푸른마을아파트3단지,126.8365884562,37.5120789765,114900007,마을버스
15501,강서보건소.9호선등촌역,126.8680475339,37.5490380694,114900082,마을버스
15502,염창역.골든서울호텔,126.8761512874,37.5468699702,115000949,일반차로
15503,목2동주민센터,126.8713802897,37.5461773017,114900080,마을버스
15504,동일하이빌아파트,126.8408155962,37.5100140206,114900006,마을버스
15505,팔복부동산.목동교회,126.870383328,37.543894503,114900005,마을버스
15507,목동문화체육센터.건영아파트,126.8690347158,37.5417556164,114900003,마을버스
15508,한성교회.금옥여고.백암고,126.8430650004,37.5107847678,114900002,마을버스
15509,우신웨스트빌.목동보건지소,126.8690375939,37.5394632318,114900001,마을버스
15510,대림.수정아파트,126.8424429811,37.5123383373,114900032,마을버스
15511,벽산.대주아파트,126.8415302899,37.5143898216,114900031,마을버스
15512,성원.극동아파트,126.8716473252,37.5380036179,114900030,마을버스
15513,목동센트럴2단지,126.8410312611,37.515529943,114900029,마을버스
15516,목동센트럴1단지,126.8407068265,37.5164268831,114900026,마을버스
15518,농협.영도초등학교,126.8705498954,37.535918184,114900025,마을버스
15522,학마을2단지아파트,126.8442805344,37.5088381976,114900022,마을버스
15524,한신청구아파트,126.8815754738,37.53969003,114900020,마을버스
15526,학마을2단지아파트,126.8440958579,37.5089601172,114900018,마을버스
15536,신정1동주민센터,126.8547129441,37.5183653861,114900013,마을버스
15539,목동10단지,126.8566246544,37.5189371319,114900011,마을버스
15540,오목교역.대학학원,126.8741567243,37.5248106495,114900010,마을버스
15542,목동프라자,126.8593705814,37.5193999936,114900090,마을버스
15545,신서초교,126.8621671623,37.5206350924,114900008,마을버스
15547,서울남부지법,126.8629843287,37.5216813177,114900059,마을버스
15553,한신청구아파트정문,126.8816171411,37.5398180274,114900034,마을버스
15554,목동8단지.목동성당,126.8688815376,37.5225981211,114900035,마을버스
15556,목동3.4단지사잇길,126.8716438006,37.5327979786,114900036,마을버스
15561,용왕산입구,126.8731057989,37.5380880949,114900063,마을버스
15564,성원.극동아파트,126.8717853725,37.5380073723,114900039,마을버스
15565,목동9단지B상가,126.860685007,37.5182652653,114900040,마을버스
15566,현대아파트.월드메르디앙아파트,126.8699130421,37.5390523984,114900041,마을버스
15567,목동프라자,126.8592176522,37.5195079433,114900069,마을버스
15568,우신웨스트빌.목동보건지소,126.8688076498,37.5402388202,114900042,마을버스
15570,목동문화체육센터.건영아파트,126.869197507,37.5418504119,114900064,마을버스
15571,신정1동주민센터,126.8543800508,37.5184090452,114900091,마을버스
15572,팔복부동산.목동교회,126.8704988384,37.5438486739,114900065,마을버스
15574,목2동주민센터,126.8713325179,37.5466952437,114900047,마을버스
15576,양동중학교,126.8687518796,37.547522312,114900067,마을버스
15577,수명산입구,126.8288756598,37.5434136288,114900074,마을버스
15579,거산아파트,126.8319712047,37.5401966583,114900044,마을버스
15582,신곡시장,126.842581104,37.5187453383,114900048,마을버스
15584,목동센트럴1단지,126.8404713803,37.5165519359,114900068,마을버스
15585,목동센트럴2단지.이마트24,126.8408152558,37.5157451286,114900049,마을버스
15586,벽산.대주아파트,126.8413477998,37.5145607856,114900050,마을버스
15587,대림.수정아파트,126.8423503064,37.5122985653,114900051,마을버스
15588,한성교회.백암고,126.8429319752,37.5111080859,114900052,마을버스
15591,동일하이빌아파트,126.8406524331,37.5101435591,114900054,마을버스
15593,현대아파트.월드메르디앙아파트,126.8703583513,37.5387122738,114900070,마을버스
15594,롯데캐슬아파트.목3동시장,126.8671612341,37.5481502533,114900083,마을버스
15596,신정이펜하우스1단지,126.8280891009,37.5150602232,114900097,마을버스
15599,서남병원,126.8325983835,37.5117397462,114900075,마을버스
15600,신은초등학교,126.8335392789,37.5133381042,114900057,마을버스
15614,신은초등학교,126.8336662919,37.5134441509,114900072,마을버스
15635,서남병원,126.83252592,37.5117570005,114900076,마을버스
15637,이펜하우스3.4단지,126.8295805468,37.5120485294,114900073,마을버스
15638,양천어르신요양센터,126.828910031,37.5134418624,114900058,마을버스
15639,신정이펜하우스1단지.새금성교회,126.8284976952,37.5144526403,114000435,일반차로
15691,목동역,126.864285482,37.5253674114,114000368,일반차로
15692,목동역,126.8647256531,37.5253354768,114000369,일반차로
15693,갈산초등학교,126.8700047657,37.5129359732,114000370,일반차로
15694,갈산초등학교,126.87038353,37.5130463236,114000371,일반차로
15695,화곡입구,126.8272223971,37.5369927184,114000372,일반차로
15696,화곡입구,126.8277279655,37.5370988852,114000373,일반차로
15700,국립과학수사연구소,126.8366145434,37.5230214162,114000377,일반차로
15702,서부트럭터미널,126.8437883314,37.5078265129,114000379,일반차로
15703,대일고등학교,126.8638775519,37.5394087376,114000380,가로변시간
15718,양천공영차고지,126.8374184549,37.5084115031,114000395,일반차로
15801,오목교역,126.8751439748,37.5234378426,114000409,일반차로
15806,오목교역,126.8753760603,37.5233299675,114000408,일반차로
15808,신도림4차e편한세상,126.887744365,37.5121981404,116000577,일반차로
15909,목동현대백화점,126.8741804998,37.5281690673,114000411,일반차로
15992,강서양천교육지원청,126.829937,37.541566,114900099,마을버스
15994,신원중학교,126.8248011722,37.5357332396,114000440,일반차로
15995,거산아파트,126.8316906449,37.5407169042,114900098,마을버스
15996,신월사거리,126.8277442245,37.5359337917,114000401,일반차로
16001,염창역.서울도시가스,126.8758965674,37.547146203,115000001,중앙차로
16002,염창역.서울도시가스,126.875005296,37.5469638223,115000002,중앙차로
16003,등촌역.강서보건소,126.8687187259,37.5491138794,115000003,중앙차로
16004,등촌역.강서보건소,126.8675998318,37.5494106214,115000004,중앙차로
16005,등촌중학교.백석초등학교,126.861438627,37.5526262092,115000005,중앙차로
16006,등촌중학교.백석초등학교,126.8606811411,37.5529052232,115000006,중앙차로
16007,강서구청사거리.서울디지털대학교,126.8555268401,37.5548873841,115000588,중앙차로
16008,강서구청사거리.서울디지털대학교,126.8540843129,37.5552355847,115000589,중앙차로
16009,KBS스포츠월드,126.850512,37.556782,115000590,중앙차로
16010,KBS스포츠월드,126.848927351,37.557050527,115000591,중앙차로
16011,한국가스기술공사,126.845633,37.558022,115000592,중앙차로
16012,한국가스기술공사,126.8437363221,37.557971797,115000593,중앙차로
16013,발산역,126.83922,37.558502,115000594,중앙차로
16014,송정역,126.8098252947,37.561451697,115000634,중앙차로
16015,송정역,126.8109375565,37.5613543738,115000633,중앙차로
16016,"공항중학교.마곡엠밸리9,10단지",126.8155482638,37.5608007973,115000635,중앙차로
16017,발산역,126.8376109437,37.5585733533,115000893,중앙차로
16018,마곡역,126.827513,37.559695,115000895,중앙차로
16019,마곡역,126.8262227042,37.5597284531,115000896,중앙차로
16020,"공항중학교.마곡엠밸리9,10단지",126.8171527623,37.5607379709,115000894,중앙차로
16021,마곡동로사거리,126.8339921625,37.5590734814,115000923,중앙차로
16022,마곡동로사거리,126.8324754968,37.5591051266,115000922,중앙차로
16023,강서세무서,126.8221992473,37.5601352538,115000947,중앙차로
16024,강서세무서,126.8228597284,37.5601606335,115000946,중앙차로
16100,화원중학교,126.8410402083,37.5378331474,115000925,일반차로
16101,가양동탑산문화공원,126.8461285043,37.5657052436,115000951,일반차로
16102,서울식물원.식물문화센터,126.8350580335,37.5683369266,115000940,일반차로
16103,백석초등학교.한국임업진흥원,126.8616542673,37.5527036123,115000007,일반차로
16104,등촌중학교.한국임업진흥원,126.8601040507,37.5529521864,115000008,일반차로
16105,강서대학교.강서LG베스트샵,126.8560333678,37.5548452055,115000009,일반차로
16106,하이웨이주유소.강서대학교,126.8557934761,37.5545340687,115000010,일반차로
16107,서울식물원.숲문화학교,126.8341460719,37.5662276025,115000941,일반차로
16108,LG사이언스파크,126.8335273253,37.5619785387,115000942,일반차로
16109,강서송도병원,126.8437952791,37.5581926191,115000013,가로변시간
16111,발산역4번출구,126.8392815106,37.5586270014,115000015,가로변시간
16112,발산역5번출구,126.8394838811,37.5582109717,115000016,가로변시간
16113,송정역,126.8114082502,37.5614188052,115000608,일반차로
16115,공항중학교.송정역,126.815009,37.561102,115000019,가로변시간
16116,송정역4번출구,126.810720132,37.5611760789,115000020,가로변시간
16117,송정역,126.8090169265,37.5616789813,115000021,가로변전일
16118,공항시장,126.8088328704,37.5622654951,115000022,일반차로
16119,공항시장,126.8087504097,37.5624230357,115000023,일반차로
16120,공항시장역3번출구,126.8109493938,37.5638248877,115000024,일반차로
16121,공항시장역.공항성산교회,126.8113840134,37.5647464984,115000025,일반차로
16122,방화주유소,126.812578,37.566218,115000026,일반차로
16123,방화2동청성아파트앞,126.8116149845,37.5669761672,115000027,일반차로
16124,방신전통시장입구,126.8128627805,37.5699529318,115000028,일반차로
16125,마곡우촌아파트,126.8114748571,37.5700234331,115000029,일반차로
16126,방신전통시장정문.방화사거리,126.8115903308,37.5727187792,115000030,일반차로
16127,방신전통시장정문.방화사거리,126.8113414217,37.5726571076,115000031,일반차로
16128,한서고등학교.보람아파트,126.811733,37.57483,115000032,일반차로
16129,한서고등학교.보람아파트,126.8114186211,37.574816243,115000033,일반차로
16130,방화역2번출구,126.812627,37.576742,115000034,일반차로
16131,방화역3번출구,126.8123587027,37.5769118737,115000035,일반차로
16132,방화3동주민센터.국립국어원,126.813513,37.57913,115000036,일반차로
16133,방화7단지.국립국어원,126.8133544706,37.5793082749,115000037,일반차로
16134,가양역4번출구.가양8단지아파트,126.8559123678,37.5618621425,115000038,일반차로
16135,가양역7번출구.마포중고교,126.8542038866,37.5589275113,115000039,일반차로
16136,가양역8번출구.마포중고교,126.8541936005,37.5595591647,115000040,일반차로
